"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/10/05 10:50:29 PM GMT+4","I have read the above information and agree to participate in this research.","Female","52","Non-Arab","Medical Laboratory Technician","Laboratory ","DHA","Primary Healthcare","9 ","50 and above","Yes, 4 doses or more","No","Very unconfident","Very confident","Very unconfident","Local guidelines","Very unlikely","Unlikely","Unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Strongly Disagree","More positive","More negative","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","Not sure","No","Neutral","Yes"
"2024/10/06 4:50:24 PM GMT+4","I have read the above information and agree to participate in this research.","Male","32","Other Arab","Physician","Emergency Medicine ","MOHAP/EHS","Government Hospital","5","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines","Unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Not sure","Agree","No","Slightly interested","Maybe"
"2024/10/06 5:01:59 PM GMT+4","I have read the above information and agree to participate in this research.","Male","42","Other Arab","Physician","Emergency medicine ","MOHAP/EHS","Government Hospital","10","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice","Very unlikely","Very unlikely","I don't know","I don't know","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","More negative","More negative","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Not sure","Not sure","No","Neutral","Maybe"
"2024/10/06 5:20:48 PM GMT+4","I have read the above information and agree to participate in this research.","Female","38","Other Arab","Nurse","General surgery","MOHAP/EHS","Government Hospital","9","20 to 49","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Disagree","Disagree","Agree","Disagree","Agree","Agree","More negative","More negative","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Disagree","Not sure","Not sure","Yes","Slightly interested","Yes"
"2024/10/06 7:22:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","36","Other Arab","Physician","اطفال","MOHAP/EHS","Private Clinic/Hospital","6","1 to 19","Yes, 1 dose","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Disagree","Agree","Agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine effectiveness","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Disagree","Not sure","Yes","Interested","Yes"
"2024/10/06 8:15:06 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","GP","MOHAP/EHS","Government Hospital","1","1 to 19","Yes, 2 doses","No","Somewhat unconfident","Somewhat confident","Somewhat unconfident","Colleagues experience and advice;Experience of family and friends;Local guidelines","Unlikely","Unlikely","Unlikely","Very unlikely","Likely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More negative","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Not sure","Not sure","No","Slightly interested","Maybe"
"2024/10/06 8:22:33 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Non-Arab","Physician","Neurology ","DHA","Government Hospital","1","1 to 19","Yes, 3 doses","No","Very confident","Somewhat unconfident","Somewhat confident","Experience of family and friends;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Vaccine cost;Vaccine safety","Strongly agree","Agree","Agree","Agree","Disagree","Not sure","Agree","Agree","Disagree","Agree","No","Interested","Yes"
"2024/10/06 8:24:22 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Emirati","Physician","Intern/ GP","DAHC","Government Hospital","0","20 to 49","Yes, 4 doses or more","Yes","Somewhat confident","Very confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Interested","Yes"
"2024/10/06 8:24:38 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","Intern","DOH/HAAD/SEHA","Government Hospital","0","1 to 19","Yes, 4 doses or more","No","Very confident","Very confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers;Social media","Very unlikely","Unlikely","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","More positive","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Very interested","Yes"
"2024/10/06 8:24:59 PM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Non-Arab","Physician","Intern","DHA","Government Hospital","1","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;International guidelines;Journals and medical websites;Social media","Unlikely","Unlikely","Unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","No","Interested","Yes"
"2024/10/06 8:25:12 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","Medicine","DHA","Government Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Very confident","Medical experience;Local guidelines;Vaccine manufacturers;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Disagree","Agree","Agree","Strongly agree","Agree","Strongly agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Strongly agree","Strongly agree","Disagree","No","Neutral","Maybe"
"2024/10/06 8:27:05 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Non-Arab","Physician","Family Medicine","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","Medical experience;Local guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Very interested","Yes"
"2024/10/06 8:28:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Physician","Genera practice","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines","Unlikely","Unlikely","Very unlikely","I don't know","Unlikely","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
